Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Experience_Level_Category,BMI_Category
39,male,86.2,1.82,191,160,72,1.96,1725.0,strength,10.2,3.5,5,3,26.02,advanced,overweight
30,female,59.2,1.63,174,141,74,1.85,1304.0,strength,17.8,2.7,4,3,22.28,advanced,normal
36,male,85.4,1.88,195,137,60,1.98,1492.0,yoga,13.5,3.5,5,3,24.16,advanced,normal
53,female,68.1,1.55,164,131,65,1.41,831.0,hiit,26.1,2.2,4,2,28.35,intermediate,overweight
29,female,60.0,1.62,181,161,69,0.85,684.0,strength,28.1,1.9,2,1,22.86,beginner,normal
58,female,74.8,1.69,175,162,53,1.28,933.0,strength,32.8,2.3,4,2,26.19,intermediate,overweight
36,male,90.3,1.65,169,158,71,1.38,1199.0,cardio,23.7,3.4,4,2,33.17,intermediate,obese
29,male,86.1,1.65,183,128,71,1.66,1169.0,hiit,11.2,3.5,4,3,31.63,advanced,obese
26,male,73.7,1.66,177,125,72,0.93,639.0,yoga,26.7,2.2,2,1,26.75,beginner,overweight
24,female,67.7,1.56,177,138,66,1.42,980.0,hiit,27.0,2.1,3,2,27.82,intermediate,overweight
45,male,78.3,1.96,166,167,62,1.29,1066.0,cardio,29.0,2.2,3,1,20.38,beginner,normal
31,female,48.2,1.65,163,166,60,1.1,913.0,cardio,26.1,2.5,2,1,17.7,beginner,underweight
48,female,56.8,1.51,185,126,52,1.37,777.0,hiit,32.1,2.1,4,2,24.91,intermediate,normal
36,male,112.4,1.63,164,135,58,1.02,757.0,cardio,25.0,3.4,4,2,42.3,intermediate,obese
33,female,59.0,1.67,175,124,55,0.9,558.0,cardio,33.7,1.9,3,1,21.16,beginner,normal
22,male,98.4,1.88,194,135,71,0.52,386.0,cardio,21.3,2.2,2,1,27.84,beginner,overweight
52,male,66.5,1.6,185,120,70,1.34,796.0,hiit,26.8,2.1,4,2,25.98,intermediate,overweight
29,male,106.5,1.81,177,156,60,1.29,1107.0,cardio,25.7,2.5,4,2,32.51,intermediate,obese
42,male,88.4,1.93,188,158,65,1.68,1314.0,yoga,12.4,3.5,4,3,23.73,advanced,normal
38,male,88.4,1.79,182,138,68,1.74,1321.0,yoga,12.5,3.5,5,3,27.59,advanced,overweight
53,female,53.3,1.74,173,156,54,1.37,962.0,strength,32.2,1.8,3,2,17.6,intermediate,underweight
40,female,58.1,1.56,174,136,63,0.61,415.0,yoga,34.4,2.2,2,1,23.87,beginner,normal
33,female,74.2,1.76,192,145,66,1.15,834.0,strength,25.9,1.5,4,2,23.95,intermediate,normal
56,male,84.6,1.63,184,141,52,1.01,705.0,hiit,20.2,2.9,4,2,31.84,intermediate,obese
59,male,78.0,1.92,180,127,53,0.72,453.0,cardio,28.1,2.7,3,1,21.16,beginner,normal
56,male,89.0,1.68,176,152,65,1.77,1332.0,yoga,10.5,3.5,5,3,31.53,advanced,obese
31,female,42.7,1.76,182,121,65,1.46,883.0,strength,34.9,2.2,3,1,13.78,beginner,underweight
48,male,83.9,1.82,176,149,70,1.9,1401.0,hiit,13.1,3.5,5,3,25.33,advanced,overweight
22,female,78.7,1.52,173,166,74,1.45,1204.0,strength,31.5,2.3,3,2,34.06,intermediate,obese
52,female,65.9,1.52,188,139,53,1.27,794.0,cardio,27.0,2.3,4,2,28.52,intermediate,overweight
40,male,76.9,1.92,179,137,68,1.13,851.0,yoga,22.4,3.7,4,2,20.86,intermediate,normal
46,male,84.3,2.0,189,162,66,1.83,1467.0,hiit,13.3,3.5,5,3,21.07,advanced,normal
28,female,62.4,1.6,178,129,62,1.1,710.0,strength,34.1,1.7,3,2,24.37,intermediate,normal
35,male,63.7,1.74,198,143,71,1.03,810.0,hiit,29.8,2.7,4,2,21.04,intermediate,normal
29,female,54.9,1.52,172,123,72,1.48,910.0,strength,27.0,2.0,3,1,23.76,beginner,normal
26,male,76.4,1.79,177,156,73,1.17,1004.0,strength,21.3,2.7,3,2,23.84,intermediate,normal
27,male,106.4,1.86,182,123,50,1.34,907.0,cardio,20.6,3.1,2,1,30.76,beginner,obese
34,female,68.4,1.5,192,132,61,1.37,904.0,cardio,33.7,2.1,4,2,30.4,intermediate,obese
55,male,63.5,1.86,198,144,53,1.36,969.0,strength,22.9,2.9,4,2,18.35,intermediate,underweight
24,female,59.4,1.5,199,132,60,1.25,825.0,yoga,25.0,2.0,3,2,26.4,intermediate,overweight
30,male,113.4,1.91,177,137,54,1.27,957.0,hiit,22.2,3.7,3,1,31.08,beginner,obese
57,female,61.9,1.52,168,143,51,0.92,592.0,hiit,28.4,2.6,3,1,26.79,beginner,overweight
59,female,70.7,1.68,192,121,66,1.17,637.0,cardio,34.9,1.9,3,2,25.05,intermediate,overweight
26,male,111.5,1.9,191,167,57,1.02,937.0,yoga,25.2,2.2,2,1,30.89,beginner,obese
44,female,72.1,1.66,176,152,55,1.4,958.0,strength,27.0,2.5,2,1,26.16,beginner,overweight
19,male,56.9,1.87,178,138,70,0.61,463.0,cardio,23.3,3.7,3,1,16.27,beginner,underweight
22,male,86.2,1.9,186,128,58,1.91,1345.0,strength,11.7,3.5,5,3,23.88,advanced,normal
46,male,59.4,1.68,165,147,62,1.16,844.0,strength,20.2,2.5,4,2,21.05,intermediate,normal
54,female,75.6,1.72,194,154,60,0.97,672.0,cardio,26.4,1.9,3,1,25.55,beginner,overweight
55,female,76.3,1.73,196,158,65,1.08,768.0,yoga,32.0,2.6,3,1,25.49,beginner,overweight
36,male,95.8,1.86,193,129,65,1.37,972.0,hiit,21.2,3.2,3,1,27.69,beginner,overweight
25,male,120.6,1.83,179,120,51,1.04,686.0,cardio,22.3,2.5,3,2,36.01,intermediate,obese
18,female,65.3,1.55,184,161,59,1.42,1143.0,yoga,28.5,2.2,3,2,27.18,intermediate,overweight
39,male,85.3,1.89,163,140,61,0.77,593.0,strength,27.6,3.6,2,1,23.88,beginner,normal
34,male,68.0,1.68,169,128,57,0.67,472.0,cardio,25.8,3.4,2,1,24.09,beginner,normal
24,female,52.6,1.57,169,166,60,1.29,1071.0,hiit,31.9,2.4,2,1,21.34,beginner,normal
42,male,63.3,1.77,183,134,59,1.32,876.0,hiit,25.7,3.3,3,2,20.2,intermediate,normal
21,female,76.3,1.65,180,154,62,1.14,878.0,strength,31.8,1.7,3,2,28.03,intermediate,overweight
53,male,61.0,1.63,170,124,74,0.54,331.0,cardio,20.0,3.4,3,1,22.96,beginner,normal
23,female,67.8,1.61,186,160,66,1.34,1072.0,hiit,34.3,1.8,2,1,26.16,beginner,overweight
48,male,114.9,1.86,175,141,56,1.36,949.0,cardio,21.1,3.6,3,1,33.21,beginner,obese
36,male,88.0,1.71,185,160,73,1.87,1646.0,hiit,12.0,3.5,5,3,30.09,advanced,obese
56,female,67.7,1.58,189,142,52,1.45,927.0,strength,32.7,1.9,2,1,27.12,beginner,overweight
44,male,124.8,1.85,175,126,69,1.35,842.0,strength,24.4,3.5,4,2,36.46,intermediate,obese
27,female,53.0,1.58,166,142,62,1.26,895.0,cardio,34.5,1.8,4,2,21.23,intermediate,normal
43,male,61.2,1.88,175,163,68,1.03,831.0,yoga,24.7,2.9,3,1,17.32,beginner,underweight
36,female,48.7,1.68,194,144,56,1.23,886.0,yoga,33.7,1.6,3,1,17.25,beginner,underweight
56,female,50.6,1.7,175,146,58,1.29,848.0,strength,33.1,2.3,2,1,17.51,beginner,underweight
20,female,72.6,1.73,199,160,68,1.27,1016.0,hiit,34.8,2.5,3,2,24.26,intermediate,normal
30,female,70.4,1.56,171,125,62,1.03,644.0,yoga,34.3,2.4,4,2,28.93,intermediate,overweight
45,male,52.5,1.88,194,153,71,1.08,818.0,strength,29.0,2.9,4,2,14.85,intermediate,underweight
37,male,76.3,1.77,180,128,57,1.36,957.0,hiit,27.3,2.1,4,2,24.35,intermediate,normal
45,female,41.2,1.58,195,168,71,1.47,1111.0,hiit,28.7,2.6,2,1,16.5,beginner,underweight
25,female,55.3,1.76,176,152,67,1.56,1186.0,yoga,15.5,2.7,4,3,17.85,advanced,underweight
58,female,49.7,1.67,191,125,72,1.38,776.0,strength,31.9,2.3,4,2,17.82,intermediate,underweight
56,male,48.3,1.87,165,156,51,0.68,525.0,hiit,29.8,3.3,3,1,13.81,beginner,underweight
18,male,83.2,1.96,183,150,67,1.83,1510.0,hiit,13.6,3.5,4,3,21.66,advanced,normal
20,male,120.5,1.73,186,153,67,1.01,850.0,cardio,29.3,3.4,3,2,40.26,intermediate,obese
30,male,121.6,2.0,179,160,60,1.24,1091.0,cardio,28.0,3.3,4,2,30.4,intermediate,obese
45,female,73.0,1.75,184,148,50,1.14,759.0,yoga,26.6,2.0,4,2,23.84,intermediate,normal
42,female,57.5,1.67,161,133,63,1.76,1053.0,cardio,16.2,2.7,5,3,20.62,advanced,normal
50,female,42.7,1.53,168,155,65,1.41,983.0,strength,28.4,2.4,4,2,18.24,intermediate,underweight
55,male,129.9,1.73,187,155,60,0.69,529.0,yoga,21.7,3.1,3,1,43.4,beginner,obese
23,male,108.6,1.92,197,134,50,0.89,656.0,yoga,25.8,3.5,2,1,29.46,beginner,overweight
49,male,88.6,2.0,162,127,56,1.83,1150.0,cardio,14.9,3.5,4,3,22.15,advanced,normal
38,female,49.7,1.51,179,145,65,1.25,906.0,hiit,32.6,2.5,3,1,21.8,beginner,normal
33,female,56.4,1.54,165,155,63,1.06,822.0,strength,29.2,1.5,3,1,23.78,beginner,normal
38,male,46.9,1.74,198,167,64,1.03,946.0,strength,20.0,2.6,4,2,15.49,intermediate,underweight
28,female,71.3,1.67,192,140,63,1.46,1022.0,strength,28.1,1.5,4,2,25.57,intermediate,overweight
54,male,71.6,1.86,160,147,70,1.14,830.0,yoga,25.3,2.2,3,2,20.7,intermediate,normal
53,male,82.3,1.61,196,123,60,1.87,1139.0,strength,11.6,3.5,5,3,31.75,advanced,obese
52,female,70.6,1.69,165,135,65,1.36,826.0,hiit,26.1,2.2,3,1,24.72,beginner,normal
36,male,109.8,1.62,193,141,68,0.84,651.0,hiit,24.4,3.5,3,1,41.84,beginner,obese
37,female,73.5,1.69,174,131,66,0.54,354.0,cardio,27.5,1.6,2,1,25.73,beginner,overweight
35,male,85.6,1.85,185,135,55,1.78,1322.0,strength,14.5,3.5,5,3,25.01,advanced,overweight
58,female,74.6,1.68,173,159,60,1.03,737.0,yoga,26.0,2.0,4,2,26.43,intermediate,overweight
31,female,63.2,1.8,166,157,66,0.59,463.0,cardio,25.5,2.6,2,1,19.51,beginner,normal
32,female,62.6,1.63,190,161,58,1.67,1344.0,hiit,15.0,2.7,5,3,23.56,advanced,normal
48,male,87.1,1.76,183,156,67,1.81,1398.0,strength,11.6,3.5,5,3,28.12,advanced,overweight
18,male,82.3,1.84,190,148,66,1.73,1408.0,hiit,13.3,3.5,5,3,24.31,advanced,normal
20,female,64.3,1.78,188,137,61,1.71,1171.0,cardio,18.7,2.7,4,3,20.29,advanced,normal
33,female,53.7,1.66,191,129,72,1.25,806.0,hiit,29.5,2.5,3,1,19.49,beginner,normal
40,male,63.0,2.0,176,161,71,1.42,1257.0,strength,26.8,2.9,4,2,15.75,intermediate,underweight
28,male,128.4,1.86,173,158,71,1.06,921.0,strength,23.6,3.3,4,2,37.11,intermediate,obese
29,male,88.0,1.89,199,137,54,1.75,1319.0,cardio,13.3,3.5,5,3,24.64,advanced,normal
27,female,63.7,1.52,195,120,60,1.19,714.0,strength,25.4,2.1,4,2,27.57,intermediate,overweight
49,male,83.7,1.87,183,158,53,1.29,1009.0,hiit,23.9,2.3,4,2,23.94,intermediate,normal
33,male,102.6,1.75,186,140,53,1.4,1078.0,hiit,27.9,2.2,3,2,33.5,intermediate,obese
25,female,77.7,1.55,184,120,52,0.55,330.0,yoga,33.0,1.7,2,1,32.34,beginner,obese
55,male,87.5,1.88,191,134,73,1.19,789.0,yoga,27.2,2.6,4,2,24.76,intermediate,normal
29,male,87.0,1.86,177,123,72,1.52,1028.0,yoga,11.0,3.5,4,3,25.15,advanced,overweight
41,male,82.8,1.66,177,139,74,1.97,1355.0,hiit,11.2,3.5,5,3,30.05,advanced,obese
45,female,65.4,1.68,196,129,66,0.76,441.0,hiit,35.0,2.6,3,1,23.17,beginner,normal
25,female,47.2,1.71,185,142,56,0.89,632.0,cardio,26.0,2.5,2,1,16.14,beginner,underweight
45,female,58.2,1.7,168,160,53,0.95,684.0,yoga,26.8,2.0,3,1,20.14,beginner,normal
53,female,73.5,1.55,194,153,72,1.17,806.0,hiit,26.3,2.1,4,2,30.59,intermediate,obese
43,female,55.2,1.73,167,165,62,1.67,1240.0,cardio,16.6,2.7,5,3,18.44,advanced,underweight
25,female,64.4,1.71,179,167,61,1.12,935.0,hiit,27.1,1.8,3,1,22.02,beginner,normal
45,female,73.5,1.74,181,152,50,1.18,807.0,cardio,30.0,2.3,4,2,24.28,intermediate,normal
45,male,89.6,1.81,178,153,70,1.7,1287.0,yoga,12.4,3.5,5,3,27.35,advanced,overweight
54,male,86.5,1.76,189,158,68,1.48,1158.0,yoga,29.0,3.4,3,2,27.92,intermediate,overweight
58,female,46.1,1.67,187,129,70,1.28,743.0,yoga,25.3,1.8,4,2,16.53,intermediate,underweight
53,male,68.5,1.97,194,139,69,1.3,894.0,hiit,23.2,2.1,3,2,17.65,intermediate,underweight
44,male,94.6,1.84,170,120,67,1.26,748.0,hiit,26.0,3.1,4,2,27.94,intermediate,overweight
34,female,54.2,1.52,190,132,60,1.13,746.0,cardio,31.0,2.2,3,1,23.46,beginner,normal
26,male,47.7,1.77,198,120,69,1.15,759.0,strength,24.8,2.7,3,2,15.23,intermediate,underweight
50,male,52.2,1.84,195,124,52,1.38,847.0,strength,28.2,3.1,4,2,15.42,intermediate,underweight
37,male,88.8,1.95,189,135,66,1.58,1173.0,yoga,10.3,3.5,5,3,23.35,advanced,normal
30,male,101.0,1.68,182,134,61,1.46,1076.0,strength,28.2,2.9,4,2,35.79,intermediate,obese
45,male,118.4,1.95,178,168,59,1.06,881.0,yoga,24.9,2.4,3,2,31.14,intermediate,obese
46,female,47.9,1.72,171,147,57,1.41,933.0,cardio,26.3,2.0,3,1,16.19,beginner,underweight
30,female,51.5,1.74,174,150,64,1.08,810.0,strength,33.9,2.0,3,2,17.01,intermediate,underweight
52,female,79.9,1.51,190,142,54,0.75,479.0,strength,31.5,2.6,3,1,35.04,beginner,obese
23,male,121.3,1.85,196,167,53,0.72,661.0,yoga,21.6,3.6,2,1,35.44,beginner,obese
35,female,78.9,1.64,196,164,70,1.28,1050.0,cardio,25.3,2.6,4,2,29.34,intermediate,overweight
22,male,88.5,1.62,174,162,69,1.88,1675.0,strength,10.7,3.5,5,3,33.72,advanced,obese
42,male,73.5,1.63,188,136,68,0.52,350.0,strength,26.1,3.2,3,1,27.66,beginner,overweight
19,male,127.9,1.93,185,168,70,1.27,1173.0,strength,21.8,3.0,4,2,34.34,intermediate,obese
27,male,88.5,1.98,161,153,53,1.8,1515.0,cardio,11.1,3.5,4,3,22.57,advanced,normal
47,female,43.4,1.62,179,132,64,0.51,303.0,cardio,25.3,2.3,3,1,16.54,beginner,underweight
22,female,42.8,1.56,174,133,66,1.47,978.0,strength,32.2,2.6,3,2,17.59,intermediate,underweight
50,male,64.5,1.79,163,130,61,1.17,753.0,yoga,28.1,2.4,4,2,20.13,intermediate,normal
18,female,50.7,1.53,181,147,52,1.29,948.0,yoga,33.0,2.1,3,2,21.66,intermediate,normal
35,male,59.2,1.66,197,161,59,1.3,1151.0,strength,21.3,3.2,3,1,21.48,beginner,normal
49,female,78.9,1.73,182,151,64,1.38,938.0,cardio,34.0,2.3,2,1,26.36,beginner,overweight
28,female,78.7,1.63,185,154,59,1.1,847.0,strength,31.7,1.8,3,2,29.62,intermediate,overweight
38,male,68.7,1.92,170,150,73,1.31,1081.0,cardio,29.0,3.0,4,2,18.64,intermediate,normal
43,female,53.1,1.59,187,136,72,0.82,502.0,strength,29.5,2.5,2,1,21.0,beginner,normal
42,male,64.8,1.65,161,166,67,1.1,904.0,cardio,24.4,2.8,3,2,23.8,intermediate,normal
39,female,50.3,1.61,167,128,50,1.17,749.0,hiit,32.8,2.5,2,1,19.41,beginner,normal
44,male,102.3,1.63,188,129,52,1.34,856.0,yoga,20.9,2.6,4,2,38.5,intermediate,obese
30,male,62.9,1.92,170,127,70,1.13,789.0,hiit,25.2,3.6,2,1,17.06,beginner,underweight
50,female,56.5,1.6,196,140,61,1.88,1184.0,yoga,19.2,2.7,5,3,22.07,advanced,normal
51,female,74.6,1.55,177,132,50,0.71,422.0,cardio,33.3,2.1,2,1,31.05,beginner,obese
58,male,52.0,1.79,173,169,52,1.12,937.0,hiit,29.6,3.0,3,1,16.23,beginner,underweight
52,female,52.1,1.67,169,124,52,1.5,837.0,yoga,32.0,1.5,2,1,18.68,beginner,normal
18,female,72.2,1.54,194,125,54,0.97,606.0,strength,27.1,1.7,2,1,30.44,beginner,obese
38,male,85.8,1.8,168,149,68,1.72,1410.0,cardio,10.1,3.5,4,3,26.48,advanced,overweight
23,male,81.4,1.85,194,150,74,1.6,1320.0,cardio,12.4,3.5,4,3,23.78,advanced,normal
45,female,50.9,1.65,170,136,50,1.45,887.0,strength,30.1,2.3,2,1,18.7,beginner,normal
34,male,52.0,1.78,171,130,53,1.38,987.0,strength,22.4,2.7,4,2,16.41,intermediate,underweight
22,male,71.0,1.93,162,139,53,1.42,1086.0,yoga,21.2,2.9,4,2,19.06,intermediate,normal
48,male,80.6,1.77,198,167,66,1.51,1248.0,cardio,12.9,3.5,4,3,25.73,advanced,overweight
22,female,58.3,1.72,173,128,63,1.0,640.0,yoga,32.6,1.6,3,2,19.71,intermediate,normal
55,female,63.0,1.7,187,121,67,1.32,719.0,strength,34.9,2.5,3,1,21.8,beginner,normal
20,male,111.0,1.94,170,156,50,1.02,875.0,cardio,27.6,3.3,4,2,29.49,intermediate,overweight
40,female,52.6,1.66,198,120,71,1.27,762.0,strength,32.9,1.7,3,2,19.09,intermediate,normal
54,male,116.4,2.0,184,123,65,1.13,688.0,yoga,26.2,3.1,3,1,29.1,beginner,overweight
54,female,75.6,1.61,180,155,52,1.41,983.0,yoga,34.9,2.5,4,2,29.17,intermediate,overweight
27,male,61.6,1.8,169,144,72,1.48,1172.0,yoga,26.4,3.1,2,1,19.01,beginner,normal
27,male,108.0,1.8,174,122,70,1.38,926.0,cardio,28.6,2.5,4,2,33.33,intermediate,obese
36,female,59.3,1.75,178,128,58,0.99,634.0,strength,34.5,2.3,3,1,19.36,beginner,normal
34,male,75.7,1.94,181,141,72,1.18,915.0,strength,29.3,2.4,4,2,20.11,intermediate,normal
38,female,56.3,1.6,180,142,53,1.21,859.0,yoga,28.8,1.9,4,2,21.99,intermediate,normal
31,female,58.2,1.73,191,131,70,1.17,766.0,yoga,25.8,1.8,3,2,19.45,intermediate,normal
26,male,55.7,1.68,182,129,54,1.13,802.0,yoga,21.7,2.9,3,1,19.73,beginner,normal
18,male,125.9,1.67,172,153,60,1.46,1229.0,yoga,20.6,2.2,3,2,45.14,intermediate,obese
30,female,62.7,1.67,164,162,70,1.02,826.0,hiit,26.1,2.6,4,2,22.48,intermediate,normal
21,male,86.6,1.86,163,129,58,1.37,972.0,hiit,21.8,2.6,3,2,25.03,intermediate,overweight
18,male,64.5,1.82,187,149,52,1.2,983.0,hiit,23.4,2.4,3,2,19.47,intermediate,normal
57,male,76.6,1.86,173,141,55,1.14,796.0,yoga,25.4,2.8,4,2,22.14,intermediate,normal
49,male,81.4,1.83,167,125,73,1.98,1225.0,yoga,13.6,3.5,5,3,24.31,advanced,normal
51,male,60.7,1.71,168,169,60,1.14,954.0,strength,22.1,2.5,2,1,20.76,beginner,normal
45,female,57.2,1.55,194,121,58,1.67,909.0,cardio,18.4,2.7,5,3,23.81,advanced,normal
48,female,73.0,1.59,196,149,64,1.19,798.0,strength,32.0,2.1,3,2,28.88,intermediate,overweight
25,male,123.8,1.99,180,121,72,1.13,752.0,hiit,25.6,2.6,3,1,31.26,beginner,obese
56,male,93.6,1.66,177,151,52,1.37,1024.0,strength,29.0,2.2,2,1,33.97,beginner,obese
43,male,76.8,1.92,192,161,50,1.24,988.0,yoga,21.1,2.5,3,1,20.83,beginner,normal
51,female,54.7,1.53,167,135,69,1.11,674.0,hiit,26.8,2.0,4,2,23.37,intermediate,normal
20,male,92.3,1.94,176,131,71,1.14,821.0,hiit,24.3,2.1,3,2,24.52,intermediate,normal
29,female,71.8,1.55,190,120,68,1.2,720.0,cardio,26.3,2.4,4,2,29.89,intermediate,overweight
18,female,66.9,1.57,193,127,63,1.07,679.0,cardio,30.7,2.2,3,2,27.14,intermediate,overweight
22,female,48.7,1.76,165,167,66,1.37,1144.0,hiit,29.0,2.2,4,2,15.72,intermediate,underweight
47,male,66.2,1.71,181,169,71,1.42,1188.0,hiit,22.8,2.9,3,1,22.64,beginner,normal
47,female,40.0,1.76,173,132,63,0.8,475.0,strength,26.7,2.2,3,1,12.91,beginner,underweight
34,male,112.4,1.85,162,134,66,1.18,870.0,hiit,23.4,3.6,4,2,32.84,intermediate,obese
40,female,70.0,1.55,171,163,74,0.85,693.0,yoga,31.1,1.5,3,1,29.14,beginner,overweight
32,male,84.0,1.74,195,127,63,1.45,1013.0,strength,25.8,2.1,3,1,27.74,beginner,overweight
54,female,43.8,1.65,171,129,61,1.29,749.0,yoga,26.6,1.7,4,2,16.09,intermediate,underweight
38,male,123.3,1.62,161,165,65,1.34,1216.0,yoga,21.2,2.3,4,2,46.98,intermediate,obese
31,female,57.9,1.56,161,124,50,1.8,1116.0,yoga,15.1,2.7,5,3,23.79,advanced,normal
19,male,82.4,1.96,174,169,62,1.9,1766.0,hiit,10.1,3.5,5,3,21.45,advanced,normal
28,male,84.8,1.79,182,138,55,1.35,1025.0,cardio,28.8,2.3,4,2,26.47,intermediate,overweight
56,male,109.6,1.66,188,166,66,1.29,1060.0,cardio,20.5,3.1,3,2,39.77,intermediate,obese
55,male,86.4,1.77,176,157,61,1.0,777.0,yoga,27.3,2.8,3,2,27.58,intermediate,overweight
51,female,63.9,1.8,191,130,72,1.07,626.0,hiit,33.7,2.7,4,2,19.72,intermediate,normal
55,female,70.8,1.62,166,162,68,0.54,394.0,strength,26.0,1.8,3,1,26.98,beginner,overweight
51,male,115.3,1.67,189,139,55,1.38,950.0,yoga,24.4,2.5,3,2,41.34,intermediate,obese
35,female,55.3,1.56,187,139,56,1.71,1188.0,strength,19.8,2.7,5,3,22.72,advanced,normal
47,male,73.9,1.8,173,140,50,1.36,942.0,strength,28.3,3.7,3,1,22.81,beginner,normal
32,male,97.3,1.96,189,137,50,1.36,1025.0,hiit,24.9,3.4,3,2,25.33,intermediate,overweight
44,female,60.4,1.65,176,169,54,1.27,966.0,hiit,32.6,2.1,4,2,22.19,intermediate,normal
51,male,49.3,1.61,191,129,55,1.36,868.0,cardio,28.3,2.9,2,1,19.02,beginner,normal
55,male,91.8,1.78,165,153,65,1.44,1091.0,cardio,23.5,3.4,3,1,28.97,beginner,overweight
50,female,73.6,1.55,183,145,74,0.89,581.0,hiit,33.9,2.1,3,1,30.63,beginner,obese
41,male,47.1,1.78,165,149,65,1.26,929.0,yoga,24.7,2.4,3,1,14.87,beginner,underweight
32,male,65.2,1.62,186,128,63,0.58,408.0,cardio,25.3,3.4,2,1,24.84,beginner,normal
47,male,87.2,1.64,177,165,50,2.0,1634.0,strength,15.0,3.5,4,3,32.42,advanced,obese
59,male,96.7,1.71,183,150,62,0.57,423.0,yoga,28.4,2.9,3,1,33.07,beginner,obese
34,female,46.9,1.61,196,161,69,1.02,821.0,strength,28.6,1.7,3,2,18.09,intermediate,underweight
22,female,72.1,1.62,183,123,59,1.38,849.0,hiit,25.1,2.1,3,1,27.47,beginner,overweight
46,female,62.5,1.54,197,125,73,1.61,906.0,strength,18.1,2.7,4,3,26.35,advanced,overweight
21,male,110.7,1.69,193,133,59,1.06,775.0,yoga,27.0,2.7,3,1,38.76,beginner,obese
27,male,102.6,1.83,199,123,58,1.41,954.0,hiit,26.5,3.5,3,2,30.64,intermediate,obese
34,female,64.3,1.62,174,145,62,1.76,1276.0,yoga,19.8,2.7,5,3,24.5,advanced,normal
27,male,80.7,1.61,170,166,52,1.75,1598.0,strength,14.3,3.5,4,3,31.13,advanced,obese
34,male,115.3,1.81,181,167,67,1.36,1249.0,yoga,24.5,2.2,2,1,35.19,beginner,obese
37,male,87.8,1.69,183,158,69,1.81,1573.0,hiit,10.3,3.5,5,3,30.74,advanced,obese
41,male,74.3,1.61,160,136,51,1.06,714.0,strength,24.8,3.5,4,2,28.66,intermediate,overweight
22,female,78.5,1.7,177,138,66,1.36,938.0,strength,31.9,2.1,4,2,27.16,intermediate,overweight
51,female,77.3,1.58,171,168,68,0.97,733.0,cardio,31.1,2.0,2,1,30.96,beginner,obese
23,female,64.5,1.7,187,125,72,0.51,319.0,cardio,30.4,1.7,2,1,22.32,beginner,normal
19,male,72.0,1.94,199,148,62,1.17,952.0,yoga,24.7,3.2,3,2,19.13,intermediate,normal
30,female,77.9,1.77,166,130,62,1.41,916.0,cardio,27.9,2.6,4,2,24.87,intermediate,normal
28,female,69.6,1.58,182,135,50,1.49,1006.0,cardio,27.8,2.0,3,2,27.88,intermediate,overweight
40,male,68.9,1.99,180,149,51,1.16,951.0,cardio,25.0,2.4,4,2,17.4,intermediate,underweight
33,male,45.9,1.89,193,144,50,1.45,1148.0,cardio,21.6,2.9,3,2,12.85,intermediate,underweight
48,female,68.2,1.69,170,159,73,0.75,537.0,hiit,28.4,2.5,3,1,23.88,beginner,normal
28,female,79.6,1.59,181,130,54,1.49,968.0,hiit,28.2,1.5,3,2,31.49,intermediate,obese
33,female,53.6,1.52,194,126,73,1.02,643.0,cardio,30.9,2.3,2,1,23.2,beginner,normal
25,female,57.7,1.58,188,145,52,1.36,986.0,yoga,25.7,2.2,3,2,23.11,intermediate,normal
21,male,74.2,1.93,187,141,56,1.32,1024.0,hiit,28.3,2.5,3,2,19.92,intermediate,normal
57,female,64.4,1.56,177,144,73,1.52,985.0,cardio,17.8,2.7,5,3,26.46,advanced,overweight
21,female,54.9,1.78,173,138,71,0.55,380.0,hiit,31.7,2.0,2,1,17.33,beginner,underweight
42,male,50.3,1.64,177,150,62,0.63,468.0,strength,27.0,2.4,3,1,18.7,beginner,normal
20,female,46.5,1.68,187,145,72,0.91,660.0,hiit,27.9,2.4,2,1,16.48,beginner,underweight
49,male,57.8,1.99,183,161,67,0.93,741.0,hiit,24.7,3.1,3,1,14.6,beginner,underweight
20,male,83.0,1.8,167,160,73,0.79,695.0,yoga,29.6,2.9,2,1,25.62,beginner,overweight
44,male,82.5,1.79,167,155,70,1.51,1159.0,hiit,13.8,3.5,5,3,25.75,advanced,overweight
46,female,66.5,1.73,163,142,56,1.11,709.0,yoga,34.7,2.0,3,1,22.22,beginner,normal
49,female,70.2,1.67,186,166,50,0.93,695.0,strength,32.5,1.8,3,1,25.17,beginner,overweight
36,male,121.9,1.93,195,132,54,1.49,1082.0,cardio,21.8,3.4,3,2,32.73,intermediate,obese
38,female,70.3,1.52,164,144,66,1.19,857.0,yoga,25.6,2.0,4,2,30.43,intermediate,obese
22,female,40.3,1.56,192,121,57,1.45,877.0,hiit,30.8,2.1,4,2,16.56,intermediate,underweight
35,male,101.4,1.76,193,121,64,0.84,559.0,hiit,23.6,2.9,2,1,32.74,beginner,obese
45,male,79.2,1.95,189,135,69,1.47,982.0,yoga,22.8,2.8,3,2,20.83,intermediate,normal
59,female,75.8,1.77,167,128,53,1.46,841.0,strength,33.1,1.8,3,1,24.19,beginner,normal
